"produktbereich","produktgruppe","produkt","produktgruppe_bez","E_A","haushaltsposition","jahr","euro"
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,43000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,30000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,52000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,2500
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,5000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,10000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,15000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,20000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,74000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,15000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,9000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,8000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,72000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,6000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,9000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,1500
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,1800
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,45000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,30000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,30000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,19000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,4000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,2000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,4000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,8000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,40000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,37000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,45000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,5000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,15000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,24000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,25000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,5000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,761450
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,1411900
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,1306000
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,210300
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2013,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2011,134620
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2012,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2014,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2015,""
50,50.20,"50.20.03","Originäre Kreisleistungen nach dem SGB II","A","Transferaufwendungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2011,180
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2011,202900
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2011,45620
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2011,39910
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2011,720
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2011,9490
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2011,12040
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2011,2140
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Versorgungsaufwendungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2011,16230
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Personalaufwendungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2011,580
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2011,740
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2011,230
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2011,95
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2011,400
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2011,150
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2011,685
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
50,50.30,"50.30.01","Rechtsangelegenheiten und Grundsatz für den FD 51, AöR und Wohngeldgesetz","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
